id,tag,title,year
9817,journals/cgf/FurtadoT93,"Storage Support for Multidimensional Discrete Data in Databases.",1993
9818,journals/cgf/WeberHD17,"Multiple Vertex Next Event Estimation for Lighting in dense, forward-scattering Media.",2017
9819,journals/cgf/ArbreeWB08,"Single-pass Scalable Subsurface Rendering with Lightcuts.",2008
9820,journals/cgf/Gotsman03,"On the Optimality of Valence-based Connectivity Coding.",2003
9821,journals/cgf/BuschE95,"Morphological Operations for Color-Coded Images.",1995
9822,journals/cgf/Xie0SLX015,"Projective Feature Learning for 3D Shapes with Multi-View Depth Images.",2015
9823,journals/cgf/SpritzerBDFF15,"Towards a smooth design process for static communicative node-link diagrams.",2015
9824,journals/cgf/CherchiLS16,"Polycube Simplification for Coarse Layouts of Surfaces and Volumes.",2016
9825,journals/cgf/PaillePL13,"Fitting Polynomial Volumes to Surface Meshes with Voronoï Squared Distance Minimization.",2013
9826,journals/cgf/ScandoloBE16,"Compressed Multiresolution Hierarchies for High-Quality Precomputed Shadows.",2016
9827,journals/cgf/FyffeHWMD11,"Comprehensive Facial Performance Capture.",2011
9828,journals/cgf/PoupyrevWBI98,"Egocentric Object Manipulation in Virtual Environments: Evaluation of Interaction Techniques.",1998
9829,journals/cgf/CypkoWSKPDLO17,"Visual Verification of Cancer Staging for Therapy Decision Support.",2017
9830,journals/cgf/MatsuokaTKO02,"Representation of Pseudo Inter-reflection and Transparency by Considering Characteristics of Human Vision.",2002
9831,journals/cgf/BeyerHP15,"State-of-the-Art in GPU-Based Large-Scale Volume Visualization.",2015
9832,journals/cgf/EilertsenWMU13,"Evaluation of Tone Mapping Operators for HDR-Video.",2013
9833,journals/cgf/Hand97,"A Survey of 3D Interaction Techniques.",1997
9834,journals/cgf/LaineA05,"Hierarchical Penumbra Casting.",2005
9835,journals/cgf/BandiT98,"Space Discretization for Efficient Human Navigation.",1998
9836,journals/cgf/WangYZC13,"Feature-Preserving Surface Reconstruction From Unoriented, Noisy Point Data.",2013
9837,journals/cgf/OrthmannK12,"Temporal Blending for Adaptive SPH.",2012
9838,journals/cgf/YanGCDC14,"Flower reconstruction from a single photo.",2014
9839,journals/cgf/LernerCL07,"Crowds by Example.",2007
9840,journals/cgf/EisemannDMBAATS08,"Floating Textures.",2008
9841,journals/cgf/McKennaRLBM17,"Visual Narrative Flow: Exploring Factors Shaping Data Visualization Story Reading Experiences.",2017
9842,journals/cgf/EynardKB14,"Laplacian colormaps: a framework for structure-preserving color transformations.",2014
9843,journals/cgf/RudolfR00,"Modeling the Motion of Dense Smoke in the Wind Field.",2000
9844,journals/cgf/WangH17,"Group Representation of Global Intrinsic Symmetries.",2017
9845,journals/cgf/WyvillGG99,"Extending the CSG Tree - Warping, Blending and Boolean Operations in an Implicit Surface Modeling System.",1999
9846,journals/cgf/KimR05,"GeoFilter: Geometric Selection of Mesh Filter Parameters.",2005
9847,journals/cgf/CoquillartD00b,"Editorial.",2000
9848,journals/cgf/NguyenDD14,"Realistic road path reconstruction from GIS data.",2014
9849,journals/cgf/TanakaT94,"Cross Scan Buffer and its Applications.",1994
9850,journals/cgf/SunSGM17,"Attribute-preserving gamut mapping of measured BRDFs.",2017
9851,journals/cgf/ZhouSWWZ10,"Fast Updating of Delaunay Triangulation of Moving Points by Bi-cell Filtering.",2010
9852,journals/cgf/BurchD08,"TimeRadarTrees: Visualizing Dynamic Compound Digraphs.",2008
9853,journals/cgf/Gossling86,"Beyond Hershey: A Representation of Fonts for Computer Graphics.",1986
9854,journals/cgf/BoulchM16,"Deep Learning for Robust Normal Estimation in Unstructured Point Clouds.",2016
9855,journals/cgf/CaoJXH17,"Extracting Sharp Features from RGB-D Images.",2017
9856,journals/cgf/IvanovK00,"Color Distribution - a new approach to texture compression.",2000
9857,journals/cgf/SonsKSS14,"shade.js: Adaptive Material Descriptions.",2014
9858,journals/cgf/LeimkuhlerSR17,"Minimal Warping: Planning Incremental Novel-view Synthesis.",2017
9859,journals/cgf/HanikaKD15,"Improved Half Vector Space Light Transport.",2015
9860,journals/cgf/NivoliersL13,"Approximating Functions on a Mesh with Restricted Voronoï Diagrams.",2013
9861,journals/cgf/CookJ90,"A Prolog Rule-Based System for Cartographic Name Placement.",1990
9862,journals/cgf/GrusonRC13,"Eye-Centered Color Adaptation in Global Illumination.",2013
9863,journals/cgf/Rustamov10,"Barycentric Coordinates on Surfaces.",2010
9864,journals/cgf/CampenHK13,"Practical Anisotropic Geodesy.",2013
9865,journals/cgf/Santos92,"A Cooperative Architecture for Hypermedia Editing - CoMEdiA.",1992
9866,journals/cgf/CortelazzoL99,"A New Method of Image Mosaicking and Its Application to Cultural Heritage Representation.",1999
9867,journals/cgf/TasakiMO04,"Virtual Drypoint by a Model-driven Strategy.",2004
9868,journals/cgf/MaWSSH16,"Appearance Harmonization for Single Image Shadow Removal.",2016
9869,journals/cgf/Heal89,"Hidden Octree Removal.",1989
9870,journals/cgf/ArgudoCA18,"Terrain Super-resolution through Aerial Imagery and Fully Convolutional Networks.",2018
9871,journals/cgf/McCullagh83,"Automatic Contouring of Faulted Seismic Data Sets.",1983
9872,journals/cgf/ScholzBD15,"Real-Time Isosurface Extraction With View-Dependent Level of Detail and Applications.",2015
9873,journals/cgf/WandS02,"Multi-Resolution Rendering of Complex Animated Scenes.",2002
9874,journals/cgf/BarloweLYLJMV11,"WaveMap: Interactively Discovering Features From Protein Flexibility Matrices Using Wavelet-based Visual Analytics.",2011
9875,journals/cgf/ArpaSH15,"High Reliefs from 3D Scenes.",2015
9876,journals/cgf/TaiF04,"Prototype Modeling from Sketched Silhouettes based on Convolution Surfaces.",2004
9877,journals/cgf/ChrysanthouS92,"Computing Dynamic Changes to BSP Trees.",1992
9878,journals/cgf/Benest94,"A Schematic Entry Drawing Capability in a Linearised Hypermedia System.",1994
9879,journals/cgf/HunterW91,"Classification of Quad-encoding Techniques.",1991
9880,journals/cgf/JacobsL06,"Classification of Illumination Methods for Mixed Reality.",2006
9881,journals/cgf/Jeschke16,"Generalized Diffusion Curves: An Improved Vector Representation for Smooth-Shaded Images.",2016
9882,journals/cgf/Decoret05,"N-Buffers for efficient depth map query.",2005
9883,journals/cgf/LiWLSXC16,"Mobility Fitting using 4D RANSAC.",2016
9884,journals/cgf/KalojanovBS11,"Two-Level Grids for Ray Tracing on GPUs.",2011
9885,journals/cgf/MahovskyW06,"Memory-Conserving Bounding Volume Hierarchies with Coherent Raytracing.",2006
9886,journals/cgf/WangYDTMCY13,"Enhancing Bayesian Estimators for Removing Camera Shake.",2013
9887,journals/cgf/KucherPK18,"The State of the Art in Sentiment Visualization.",2018
9888,journals/cgf/WeberPG12,"Biharmonic Coordinates.",2012
9889,journals/cgf/WuTLL13,"Generating Pointillism Paintings Based on Seurat's Color Composition.",2013
9890,journals/cgf/CharalambousC14,"The PAG Crowd: A Graph Based Approach for Efficient Data-Driven Crowd Simulation.",2014
9891,journals/cgf/BermanoFR17,"State of the Art in Methods and Representations for Fabrication-Aware Design.",2017
9892,journals/cgf/ZhengH00ZCC15,"Skeleton-Intrinsic Symmetrization of Shapes.",2015
9893,journals/cgf/Sherstyuk99,"Fast Ray Tracing of Implicit Surfaces.",1999
9894,journals/cgf/HarveyBDDC18,"Olfaction and Selective Rendering.",2018
9895,journals/cgf/Martin82,"Computer Graphics Software Workshop Report.",1982
9896,journals/cgf/Reynolds86,"A Token Based Graphics System.",1986
9897,journals/cgf/Berg97,"Trends and Developments in Computational Geometry.",1997
9898,journals/cgf/VisvalingamW90,"The Douglas-Peucker Algorithm for Line Simplification: Re-evaluation through Visualization.",1990
9899,journals/cgf/ColtelliFM93,"On The Application of Quantization and Dithering Techniques to History of Arts.",1993
9900,journals/cgf/BehrischBRSF16,"Matrix Reordering Methods for Table and Network Visualization.",2016
9901,journals/cgf/FacontiMBAB00,"Haptic Cues for Image Disambiguation.",2000
9902,journals/cgf/Abdul-MassihYB17,"Motion Style Retargeting to Characters With Different Morphologies.",2017
9903,journals/cgf/Collins93,"Data Visualization: A Keyword Bibliography.",1993
9904,journals/cgf/ZhangFE16,"Real-time Texture Synthesis and Concurrent Random-access Rendering for Low-cost GPU Chip Design.",2016
9905,journals/cgf/WoodBMRB18,"GazeDirector: Fully Articulated Eye Gaze Redirection in Video.",2018
9906,journals/cgf/LehmannAEMT12,"Selecting Coherent and Relevant Plots in Large Scatterplot Matrices.",2012
9907,journals/cgf/BirsakRWM18,"String Art: Towards Computational Fabrication of String Images.",2018
9908,journals/cgf/Holton94,"Strands, Gravity, and Botanical Tree Imagery.",1994
9909,journals/cgf/SalviV14,"G2 Surface Interpolation Over General Topology Curve Networks.",2014
9910,journals/cgf/SoundararajanS15,"Learning Probabilistic Transfer Functions: A Comparative Study of Classifiers.",2015
9911,journals/cgf/HongPH10,"A Data-driven Segmentation for the Shoulder Complex.",2010
9912,journals/cgf/WillemsWW11,"Evaluation of the Visibility of Vessel Movement Features in Trajectory Visualizations.",2011
9913,journals/cgf/LeeE13,"Practical Real-Time Lens-Flare Rendering.",2013
9914,journals/cgf/BrodlieP83,"Report on the EEC Workshop on Certification of Graphics Software - Rixensart, Belgium.",1983
9915,journals/cgf/ChambersV15,"Computing Minimum Area Homologies.",2015
9916,journals/cgf/BrunetyNRS01,"Hoops: 3D Curves as Conservative Occluders for Cell Visibility.",2001
9917,journals/cgf/HaberMYS01,"Perceptually Guided Corrective Splatting.",2001
9918,journals/cgf/Lastra84,"Report on a Geometric Modelling Course.",1984
9919,journals/cgf/CollinsCP09,"DocuBurst: Visualizing Document Content using Language Structure.",2009
9920,journals/cgf/PattanaikM93,"The Potential Equation and Importance in Illumination Computations.",1993
9921,journals/cgf/PoetM86,"Displaying Relevant Features of Protein Molecules.",1986
9922,journals/cgf/SalmanYM10,"Feature Preserving Mesh Generation from 3D Point Clouds.",2010
9923,journals/cgf/UrtasunGBTF04,"Style-Based Motion Synthesis.",2004
9924,journals/cgf/BastenE11,"Flexible Splicing of Upper-Body Motion Spaces on Locomotion.",2011
9925,journals/cgf/LiuZ07,"Mesh Segmentation via Spectral Embedding and Contour Analysis.",2007
9926,journals/cgf/YangWB03,"Real-Time Consensus-Based Scene Reconstruction Using Commodity Graphics Hardware.",2003
9927,journals/cgf/BergerPFG11,"Uncertainty-Aware Exploration of Continuous Parameter Spaces Using Multivariate Prediction.",2011
9928,journals/cgf/FloresCPHA90,"Using GKS Concurrently: a Practical Solution.",1990
9929,journals/cgf/BarbicDS84,"Oriented geometric Objects in Computer Graphics and Numerical Control.",1984
9930,journals/cgf/ChristensenLFWB03,"Ray Differentials and Multiresolution Geometry Caching for Distribution Ray Tracing in Complex Scenes.",2003
9931,journals/cgf/AbbasinejadKSA09,"Rotating Scans for Systematic Error Removal.",2009
9932,journals/cgf/LuLW12,"Centroidal Voronoi Tessellation of Line Segments and Graphs.",2012
9933,journals/cgf/ZhouK92,"An Object-Oriented View of the User Interface.",1992
9934,journals/cgf/GainMM15,"Parallel, Realistic and Controllable Terrain Synthesis.",2015
9935,journals/cgf/ShackedL01,"Automatic Lighting Design using a Perceptual Quality Metric.",2001
9936,journals/cgf/AuTF12,"Multitouch Gestures for Constrained Transformation of 3D Objects.",2012
9937,journals/cgf/HillerHD03,"Beyond Stippling - Methods for Distributing Objects on the Plane.",2003
9938,journals/cgf/WangDCRMD08,"Video Relighting Using Infrared Illumination.",2008
9939,journals/cgf/FinkbeinerAVM09,"High-Quality Volumetric Reconstruction on Optimal Lattices for Computed Tomography.",2009
9940,journals/cgf/MullerSK06,"Data-driven Local Coordinate Systems for Image-Based Rendering.",2006
9941,journals/cgf/WeberMZ12,"Computing Extremal Quasiconformal Maps.",2012
9942,journals/cgf/WayS01,"The Synthesis of Rock Textures in Chinese Landscape Painting.",2001
9943,journals/cgf/LeifmanT12,"Mesh Colorization.",2012
9944,journals/cgf/WeiCB15,"Efficient Local Histogram Searching via Bitmap Indexing.",2015
9945,journals/cgf/LiuWBP14,"Distortion-Guided Structure-Driven Interactive Exploration of High-Dimensional Data.",2014
9946,journals/cgf/BarringerAA17,"Ray Accelerator: Efficient and Flexible Ray Tracing on a Heterogeneous Architecture.",2017
9947,journals/cgf/BaciuW00,"The Impulse Graph: A New Dynamic Structure for Global Collisions.",2000
9948,journals/cgf/LiktorSMD15,"Stochastic Soft Shadow Mapping.",2015
9949,journals/cgf/OjalaIST91,"Development of an Intelligent Wheelchair Using Computer Graphics Animation and Simulation.",1991
9950,journals/cgf/ShenFY13,"Exponential Soft Shadow Mapping.",2013
9951,journals/cgf/ShrinivasanW10,"Supporting Exploratory Analysis with the Select & Slice Table.",2010
9952,journals/cgf/LipsaLCRWBP12,"Visualization for the Physical Sciences.",2012
9953,journals/cgf/VieiraLVLT04,"Stellar Mesh Simplification Using Probabilistic Optimization.",2004
9954,journals/cgf/HidalgoH02,"Hybrid Geometric - Image Based Rendering.",2002
9955,journals/cgf/Lewis94,"Making Shaders More Physically Plausible.",1994
9956,journals/cgf/LagaeLCDDELPZ10,"A Survey of Procedural Noise Functions.",2010
9957,journals/cgf/WangKM15,"Dynamic SfM: Detecting Scene Changes from Image Pairs.",2015
9958,journals/cgf/SoaresPVBCGD10,"Designing a Highly Immersive Interactive Environment: The Virtual Mine.",2010
9959,journals/cgf/QinJW92,"Representing Conics using NURBS of Degree Two.",1992
9960,journals/cgf/RenPZ02,"Object Space EWA Surface Splatting: A Hardware Accelerated Approach to High Quality Point Rendering.",2002
9961,journals/cgf/MangenL91,"Search for the Intersection Polygon of any Two Polygons: Application to the Garment Industry.",1991
9962,journals/cgf/DeCoroWR10,"Density-based Outlier Rejection in Monte Carlo Rendering.",2010
9963,journals/cgf/MeissnerE98,"The Art of Knitted Fabrics, Realistic & Physically Based Modeling Of Knitted Fabrics.",1998
9964,journals/cgf/KoptaSSBD15,"Memory Considerations for Low Energy Ray Tracing.",2015
9965,journals/cgf/BrodlieHM87,"The CGM - A Metafile for GKS?",1987
9966,journals/cgf/LuoGW18,"Uniformization and Density Adaptation for Point Cloud Data Via Graph Laplacian.",2018
9967,journals/cgf/SuKC01,"Control of Feature-point-driven Facial Animation Using a Hypothetical Face.",2001
9968,journals/cgf/Sugihara94,"A Robust and Consistent Algorithm for Intersecting Convex Polyhedra.",1994
9969,journals/cgf/HeckKG06,"Splicing Upper-Body Actions with Locomotion.",2006
9970,journals/cgf/CottingFZG05,"Adaptive Instant Displays: Continuously Calibrated Projections Using Per-Pixel Light Control.",2005
9971,journals/cgf/JungMD15,"Robust Statistical Pixel Estimation.",2015
9972,journals/cgf/HeckelMTH13,"Sketch-Based Editing Tools for Tumour Segmentation in 3D Medical Images.",2013
9973,journals/cgf/KalantariS12,"Fast Generation of Approximate Blue Noise Point Sets.",2012
9974,journals/cgf/OkabeAIS09,"Animating Pictures of Fluid using Video Examples.",2009
9975,journals/cgf/AverkiouKM16,"Autocorrelation Descriptor for Efficient Co-Alignment of 3D Shape Collections.",2016
9976,journals/cgf/BoscainiEKB15,"Shape-from-Operator: Recovering Shapes from Intrinsic Operators.",2015
9977,journals/cgf/Kuzmin94,"Ray Traversal of Spatial Structures.",1994
9978,journals/cgf/Milanese90,"KADMOS: A Clausal Language for CAD Modeling Systems with Morphological Constraints.",1990
9979,journals/cgf/Milanese88a,"A Proposal for a Distributed Model of GKS Based on Prolog.",1988
9980,journals/cgf/BoubekeurS08,"A Flexible Kernel for Adaptive Mesh Refinement on GPU.",2008
9981,journals/cgf/LandreneauS09,"Simplification of Articulated Meshes.",2009
9982,journals/cgf/HaKS09,"Fast Four-Way Parallel Radix Sorting on GPUs.",2009
9983,journals/cgf/WheatlandWSNZJ15,"State of the Art in Hand and Finger Modeling and Animation.",2015
9984,journals/cgf/NiessnerKFSLS16,"Real-Time Rendering Techniques with Hardware Tessellation.",2016
9985,journals/cgf/TamFAGRMC11,"Visualization of Time-Series Data in Parameter Space for Understanding Facial Dynamics.",2011
9986,journals/cgf/AdamsonA06,"Anisotropic Point Set Surfaces.",2006
9987,journals/cgf/DagenaisGP17,"Detail-Preserving Explicit Mesh Projection and Topology Matching for Particle-Based Fluids.",2017
9988,journals/cgf/ZayerRKS05,"Harmonic Guidance for Surface Deformation.",2005
9989,journals/cgf/BhagvatJCW09,"GPU Rendering of Relief Mapped Conical Frusta.",2009
9990,journals/cgf/AngstTBG08,"Robust and Efficient Wave Simulations on Deforming Meshes.",2008
9991,journals/cgf/StoffelJBFK17,"Interactive Ambiguity Resolution of Named Entities in Fictional Literature.",2017
9992,journals/cgf/MacedoGV11,"Hermite Radial Basis Functions Implicits.",2011
9993,journals/cgf/MichelinMAG93,"Form Factor Calculation: a New Expression with Implementations on a Parallel T.Node Computer.",1993
9994,journals/cgf/MeloBDC15,"Evaluation of Tone-Mapping Operators for HDR Video Under Different Ambient Luminance Levels.",2015
9995,journals/cgf/ArtusiBC11,"A Survey of Specularity Removal Methods.",2011
9996,journals/cgf/KrokosS92,"Interactive Shape Control of Interpolating B-splines.",1992
9997,journals/cgf/OsterLFTT14,"Sparse Representation and Visualization for Direct Numerical Simulation of Premixed Combustion.",2014
9998,journals/cgf/BhattacharyaW13,"Constructing Isosurfaces with Sharp Edges and Corners using Cube Merging.",2013
9999,journals/cgf/ClaustresPB03,"BRDF Measurement Modelling using Wavelets for Efficient Path Tracing.",2003
10000,journals/cgf/DixonKW94,"A Data Structure for Artificial Terrain Generation.",1994
10001,journals/cgf/BuchholzBDA10,"Binary Shading Using Appearance and Geometry.",2010
10002,journals/cgf/SuykensW99,"Weighted Multipass Methods for Global Illumination.",1999
10003,journals/cgf/RodriguezNV07,"Data-driven Tetrahedral Mesh Subdivision.",2007
10004,journals/cgf/BeckhausRS01,"Guided Exploration with Dynamic Potential Fields: the CubicalPath System.",2001
10005,journals/cgf/GassenbauerKB09,"Spatial Directional Radiance Caching.",2009
10006,journals/cgf/EchevarriaWKKG13,"Computational Simulation of Alternative Photographic Processes.",2013
10007,journals/cgf/RobertsI17,"Reevaluating Reconstruction Filters for Path-Searching Tasks in 3D.",2017
10008,journals/cgf/GuntherG17,"Flow-Induced Inertial Steady Vector Field Topology.",2017
10009,journals/cgf/HoltenW09,"Force-Directed Edge Bundling for Graph Visualization.",2009
10010,journals/cgf/SchirmacherHS99,"Adaptive Acquisition of Lumigraphs from Synthetic Scenes.",1999
10011,journals/cgf/LiuMLF15,"Composition-Aware Scene Optimization for Product Images.",2015
10012,journals/cgf/WestenbergHKR08,"Visualizing Genome Expression and Regulatory Network Dynamics in Genomic and Metabolic Context.",2008
10013,journals/cgf/Theisel02a,"Designing 2D Vector Fields of Arbitrary Topology.",2002
10014,journals/cgf/ZanniBQC13,"SCALe-invariant Integral Surfaces.",2013
10015,journals/cgf/ZhangHM08,"Shrinkability Maps for Content-Aware Video Resizing.",2008
10016,journals/cgf/TokuyoshiH17,"Stochastic Light Culling for VPLs on GGX Microsurfaces.",2017
10017,journals/cgf/CaiSGE98,"Progressive Iso-Surface Extraction from Hierarchical 3D Meshes.",1998
10018,journals/cgf/GerhardsMAG15,"Partitioned Shadow Volumes.",2015
10019,journals/cgf/GastalO10,"Shared Sampling for Real-Time Alpha Matting.",2010
10020,journals/cgf/ZhouJ18,"2018 Cover Image: Thingi10K.",2018
10021,journals/cgf/BoW07,"Geodesic-Controlled Developable Surfaces for Modeling Paper Bending.",2007
10022,journals/cgf/KarnerMG96,"An Image based Measurement System for Anisotropic Reflection.",1996
10023,journals/cgf/MuraMP16,"Piecewise-planar Reconstruction of Multi-room Interiors with Arbitrary Wall Arrangements.",2016
10024,journals/cgf/GuanCLDP06,"Easy matting: A Stroke Based Approach for Continuous Image Matting.",2006
10025,journals/cgf/GenettiGW98,"Adaptive Supersampling in Object Space Using Pyramidal Rays.",1998
10026,journals/cgf/RufiangeMF12,"TreeMatrix: A Hybrid Visualization of Compound Graphs.",2012
10027,journals/cgf/WattersW87a,"Scan Converting Extruded Lines at Ultra High Definition.",1987
10028,journals/cgf/ChuangWM09,"Energy Aware Color Sets.",2009
10029,journals/cgf/MarneridesBHD18,"ExpandNet: A Deep Convolutional Neural Network for High Dynamic Range Expansion from Low Dynamic Range Content.",2018
10030,journals/cgf/Willis06,"In Memoriam: Professor Dick Grimsdale 1929-2005.",2006
10031,journals/cgf/SilvaEMO14,"Image Space Rendering of Point Clouds Using the HPR Operator.",2014
10032,journals/cgf/El-SanaC00,"External Memory View-Dependent Simplification.",2000
10033,journals/cgf/ChazalCGMO09,"Gromov-Hausdorff Stable Signatures for Shapes using Persistence.",2009
10034,journals/cgf/WuDR11,"A Sparse Parametric Mixture Model for BTF Compression, Editing and Rendering.",2011
10035,journals/cgf/RivierePG16,"Mobile Surface Reflectometry.",2016
10036,journals/cgf/IizukaEKMF14,"Efficient Depth Propagation for Constructing a Layered Depth Image from a Single Image.",2014
10037,journals/cgf/JangH12,"Feature-Preserving Displacement Mapping With Graphics Processing Unit (GPU) Tessellation.",2012
10038,journals/cgf/WangHLZLSMEH04,"High Resolution Acquisition, Learning and Transfer of Dynamic 3D Facial Expressions.",2004
10039,journals/cgf/LiM15,"Contrast-Enhanced Black and White Images.",2015
10040,journals/cgf/ChenC06,"Texture Adaptation for Progressive Meshes.",2006
10041,journals/cgf/RossingHL12,"Real-Time Disparity Map-Based Pictorial Depth Cue Enhancement.",2012
10042,journals/cgf/HuangO17,"Adjoint Map Representation for Shape Analysis and Matching.",2017
10043,journals/cgf/YueICDN11,"Toward Optimal Space Partitioning for Unbiased, Adaptive Free Path Sampling of Inhomogeneous Participating Media.",2011
10044,journals/cgf/Chen97,"Multiple Segment Line Scan-Conversion.",1997
10045,journals/cgf/OkuraVBED15,"Unifying Color and Texture Transfer for Predictive Appearance Manipulation.",2015
10046,journals/cgf/MarcardRBP17,"Sparse Inertial Poser: Automatic 3D Human Pose Estimation from Sparse IMUs.",2017
10047,journals/cgf/VangorpCLFD11,"Perception of Visual Artifacts in Image-Based Rendering of Façades.",2011
10048,journals/cgf/AndersonGDJ08,"Discrete Multi-Material Interface Reconstruction for Volume Fraction Data.",2008
10049,journals/cgf/FaridulPCSRKT16,"Colour Mapping: A Review of Recent Methods, Extensions and Applications.",2016
10050,journals/cgf/Sastry92,"User Interface Management Systems for Engineering Applications.",1992
10051,journals/cgf/AristidouCC15,"Emotion Analysis and Classification: Understanding the Performers' Emotions Using the LMA Entities.",2015
10052,journals/cgf/CasasRCTH15,"4D Model Flow: Precomputed Appearance Alignment for Real-time 4D Video Interpolation.",2015
10053,journals/cgf/Magnenat-Thalmann94,"Efficient Self-Collision Detection on Smoothly Discretized Surface Animations using Geometrical Shape Regularity.",1994
10054,journals/cgf/XueyWTDG08,"Image-based Material Weathering.",2008
10055,journals/cgf/CampenK10,"Exact and Robust (Self-)Intersections for Polygonal Meshes.",2010
10056,journals/cgf/LiuCD09a,"Fast Isosurface Rendering on a GPU by Cell Rasterization.",2009
10057,journals/cgf/Straayer83,"Graphics Standards: The Pace Quickens.",1983
10058,journals/cgf/MoraJC01,"Visualisation of Isosurfaces with Parametric Cubes.",2001
10059,journals/cgf/Kuhlmann82,"NCGA '82.",1982
10060,journals/cgf/VaxmanCDPBHB16,"Directional Field Synthesis, Design, and Processing.",2016
10061,journals/cgf/KniepHM09,"Efficient and Accurate Rendering of Complex Light Sources.",2009
10062,journals/cgf/MansonS11,"Wavelet Rasterization.",2011
10063,journals/cgf/FuchsHLSL08,"Combining Confocal Imaging and Descattering.",2008
10064,journals/cgf/UlbrichtWP06,"Verification of Physically Based Rendering Algorithms.",2006
10065,journals/cgf/SintornEA08,"Sample Based Visibility for Soft Shadows using Alias-free Shadow Maps.",2008
10066,journals/cgf/ZwanLBI11,"Illustrative Molecular Visualization with Continuous Abstraction.",2011
10067,journals/cgf/LiuVWCHRM15,"Replaceable Substructures for Efficient Part-Based Modeling.",2015
10068,journals/cgf/NovakGHJ18,"Monte Carlo Methods for Volumetric Light Transport Simulation.",2018
10069,journals/cgf/LiP15,"Radiometric Transfer: Example-based Radiometric Linearization of Photographs.",2015
10070,journals/cgf/Elber99,"Interactive Line Art Rendering of Freeform Surfaces.",1999
10071,journals/cgf/RothGTC98,"A Bernstein-Bézier Based Approach to Soft Tissue Simulation.",1998
10072,journals/cgf/AnantakrishnanP92,"Integer de Casteljau Algorithm for Rasterizing NURBS Curves.",1992
10073,journals/cgf/ZhangZM15,"Real-Time Subspace Integration for Example-Based Elastic Material.",2015
10074,journals/cgf/PejsaP10,"State of the Art in Example-Based Motion Synthesis for Virtual Characters in Interactive Applications.",2010
10075,journals/cgf/Jacobson17,"Generalized Matryoshka: Computational Design of Nesting Objects.",2017
10076,journals/cgf/Bro-NielsenC96,"Real-time Volumetric Deformable Models for Surgery Simulation using Finite Elements and Condensation.",1996
10077,journals/cgf/DuKY16,"TSS BVHs: Tetrahedron Swept Sphere BVHs for Ray Tracing Subdivision Surfaces.",2016
10078,journals/cgf/WangLLWWZ17,"A Data-Driven Approach for Sketch-Based 3D Shape Retrieval via Similar Drawing-Style Recommendation.",2017
10079,journals/cgf/StojakovicPT14,"Visualization of the Centre of Projection Geometrical Locus in a Single Image.",2014
10080,journals/cgf/BoscainiMMBCV15,"Learning class-specific descriptors for deformable shapes using localized spectral convolutional networks.",2015
10081,journals/cgf/CasasVCH14,"4D video textures for interactive character appearance.",2014
10082,journals/cgf/MiandjiKU15,"Compressive Image Reconstruction in Reduced Union of Subspaces.",2015
10083,journals/cgf/Baranoski92,"The Parametric Differential Method: An Alternative to the Calculation of Form Factors.",1992
10084,journals/cgf/SlusallekPS94,"Implementing RenderMan - Practice, Problems and Enhancements.",1994
10085,journals/cgf/Bashford-RogersDC12,"A Significance Cache for Accelerating Global Illumination.",2012
10086,journals/cgf/Airchinnigh84,"The Specification and Implementation of GKS Application Software in ADA (R).",1984
10087,journals/cgf/Faure96,"An Energy-Based Approach for Contact Force Computation.",1996
10088,journals/cgf/AignerRH12,"Comparative Evaluation of an Interactive Time-Series Visualization that Combines Quantitative Data with Qualitative Abstractions.",2012
10089,journals/cgf/IjiriOI06,"Seamless Integration of Initial Sketching and Subsequent Detail Editing in Flower Modeling.",2006
10090,journals/cgf/VinklerH15,"Register Efficient Dynamic Memory Allocator for GPUs.",2015
10091,journals/cgf/Szirmay-KalosFNC97,"An Analysis of Quasi-Monte Carlo Integration Applied to the Transillumination Radiosity Method.",1997
10092,journals/cgf/PatelH87,"A Scanline Method for Solid Model Display.",1987
10093,journals/cgf/ReinertRS12,"Homunculus Warping: Conveying importance using self-intersection-free non-homogeneous mesh deformation.",2012
10094,journals/cgf/Snibbe95,"A Direct Manipulation Interface for 3D Computer Animation.",1995
10095,journals/cgf/LiuBPHW01,"Constrained Fairing for Meshes.",2001
10096,journals/cgf/SansoT94,"A Hand Control and Automatic Grasping System for Synthetic Actors.",1994
10097,journals/cgf/Isenburg01,"Triangle Strip Compression.",2001
10098,journals/cgf/MarinoK11,"Prostate Cancer Visualization from MR Imagery and MR Spectroscopy.",2011
10099,journals/cgf/DavisonSS90,"Graphics Object Management in The X Window System.",1990
10100,journals/cgf/XueCDR10,"Printed Patterns for Enhanced Shape Perception of Papercraft Models.",2010
10101,journals/cgf/SedlmairA15,"Data-driven Evaluation of Visual Quality Measures.",2015
10102,journals/cgf/CunyAH00,"A novel approach makes higher order wavelets really efficient for radiosity.",2000
10103,journals/cgf/EmeringBMT00,"Versatile Tuning of Humanoid Agent Activity.",2000
10104,journals/cgf/KohlerPGGFP16,"Robust Cardiac Function Assessment in 4D PC-MRI Data of the Aorta and Pulmonary Artery.",2016
10105,journals/cgf/EigensatzP09,"Positional, Metric, and Curvature Control for Constraint-Based Surface Deformation.",2009
10106,journals/cgf/TheoharisP88,"Incremental Polygon Rendering on a SIMD Processor Array.",1988
